ASV_ID	10m_0_mV	10m_200_mV	10m_400_mV	10m_600_mV	10m_800_mV	10m_Cont	20_5m_0_mV	20_5m_200_mV	20_5m_400_mV	20_5m_600_mV	20_5m_800_mV	20_5m_Cont	35m_0_mV	35m_200_mV	35m_400_mV	35m_600_mV	35m_Cont
ASV212	980	919	570	819	734	340	104	337	511	371	152	0	0	0	0	0	26
ASV213	0	0	0	0	0	0	37	62	0	56	10	0	3592	427	2033	280	0
ASV214	281	1472	133	2610	821	229	0	0	0	0	0	0	0	0	0	0	0
ASV215	0	0	0	0	0	0	0	0	0	0	0	0	9296	0	0	0	0
ASV216	339	314	2281	1160	1155	13	0	0	0	0	0	0	0	0	0	0	0
ASV217	0	0	0	0	0	0	404	520	1785	575	352	501	0	0	274	330	157
ASV218	773	634	104	49	15	3465	0	0	0	0	0	0	0	0	0	0	0
ASV219	0	0	0	0	0	0	0	0	0	0	0	0	8388	0	769	0	0
ASV220	0	0	0	0	0	0	25	0	0	0	0	0	3907	2576	909	93	0
ASV221	614	1055	1114	911	1146	402	0	0	0	0	0	0	0	0	0	0	0
ASV222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0
ASV223	0	0	0	0	0	0	0	0	0	0	0	0	8978	0	0	0	0
ASV224	1227	1659	845	172	271	772	37	62	0	0	28	0	0	0	0	0	0
ASV225	83	27	16	7	18	9	234	291	585	655	334	1048	0	2712	610	0	282
ASV226	0	0	0	0	0	0	0	0	0	0	0	0	1997	3455	838	147	52
ASV227	0	0	0	0	0	0	736	740	1336	1459	669	336	0	0	1425	0	179
ASV228	0	0	0	0	0	0	24	25	47	112	64	0	7043	0	472	0	485
ASV229	196	556	1443	987	1513	253	0	0	76	88	0	0	0	0	0	0	0
ASV230	742	634	554	387	110	2383	0	0	0	0	0	0	0	0	0	0	0
ASV231	0	0	0	0	0	0	115	331	286	107	9	294	0	0	2685	328	558
ASV232	0	0	0	0	0	0	0	0	0	0	22	0	0	0	2861	416	767
ASV233	0	0	0	0	0	0	83	0	12	0	88	0	2433	3590	80	128	16
ASV234	1185	1267	1135	339	465	501	0	0	0	0	0	0	0	0	0	0	0
ASV235	233	405	1693	895	1640	74	0	0	0	0	0	0	0	0	0	0	0
ASV236	0	0	0	0	0	0	46	30	176	0	0	0	6150	0	467	123	171
ASV237	0	0	0	0	0	0	341	449	743	335	285	50	0	3797	393	0	192
ASV238	0	0	2256	1361	723	0	0	76	0	0	366	0	0	0	0	0	0
ASV239	0	0	0	0	0	0	0	0	0	0	0	0	0	6460	0	0	100
ASV240	0	0	0	0	0	0	442	807	1454	698	474	1259	0	0	0	0	940
ASV241	635	878	1798	133	519	576	0	0	0	0	51	0	0	0	0	0	0
ASV242	0	0	0	0	0	0	357	855	1363	1744	1258	197	0	0	0	0	428
ASV243	0	0	0	0	0	0	330	165	286	648	384	358	0	3775	42	0	290
ASV244	0	0	0	0	0	0	0	0	0	0	0	0	8166	0	0	0	0
ASV245	0	0	0	0	0	0	0	44	0	0	0	0	7277	0	120	36	183
ASV246	1310	1094	387	548	334	832	226	0	0	0	0	0	0	0	0	0	0
ASV247	0	0	0	0	0	0	792	477	901	1885	969	755	0	0	0	0	263
ASV248	943	1550	1391	89	241	297	35	0	0	0	0	0	0	0	0	0	0
ASV249	227	808	237	21	30	921	94	0	0	152	0	0	3655	0	0	0	0
ASV250	90	68	46	31	40	3952	87	0	0	0	0	0	0	0	0	0	0
ASV251	0	0	0	0	15	0	364	411	768	303	565	1790	0	0	644	188	21
ASV252	398	598	614	357	671	141	95	0	195	131	485	0	0	0	0	0	1144
ASV253	20	0	262	2633	1966	38	0	0	0	0	0	0	0	0	0	0	0
ASV254	357	404	272	807	567	108	148	399	584	798	860	85	0	0	0	0	0
ASV255	936	870	748	203	573	1183	0	0	0	0	0	0	0	0	0	0	0
ASV256	0	0	0	0	0	0	143	165	574	608	280	1027	0	0	1381	241	284
ASV257	119	78	26	75	0	0	114	74	377	80	14	874	0	0	0	414	673
ASV258	0	0	0	0	0	0	0	0	0	0	0	0	2562	1306	1629	139	295
ASV259	0	19	0	17	0	5	402	886	1848	1199	1034	599	0	0	0	0	81
ASV260	202	277	1111	1466	1336	142	0	0	0	0	0	0	0	0	0	0	0
ASV261	304	416	760	1018	1551	263	237	0	0	11	0	0	0	0	0	0	0
ASV262	0	0	0	0	0	0	0	0	0	0	0	0	0	618	1422	526	0
ASV263	881	1077	1078	120	152	476	115	94	70	309	48	0	0	0	0	0	0
ASV264	0	0	0	0	0	0	0	0	0	13	0	0	4822	154	72	237	16
ASV265	74	0	176	715	1416	1987	0	0	0	0	0	0	0	0	0	0	0
ASV266	216	117	157	426	345	83	108	392	418	886	292	1777	0	0	0	0	250
ASV267	2403	590	566	680	150	111	0	0	0	0	0	0	0	0	0	0	0
ASV268	0	0	0	0	0	0	650	729	837	540	367	738	0	0	1913	0	197
ASV269	0	0	0	0	0	0	331	1332	1576	206	672	1642	0	0	0	0	74
ASV270	218	301	496	154	3304	123	0	0	0	0	0	0	0	0	0	0	0
ASV271	1625	796	286	744	544	246	126	0	90	0	39	0	0	0	0	0	0
ASV272	60	18	946	1865	1495	16	24	0	0	0	0	0	0	0	0	0	0
ASV273	0	0	0	0	0	0	0	0	0	0	0	0	0	3168	0	254	445
ASV274	360	532	512	960	1560	164	25	0	0	40	123	244	0	0	0	0	0
ASV275	0	0	0	0	0	3901	0	0	0	0	0	0	0	0	0	0	0
ASV276	0	0	0	0	0	0	313	1447	1085	520	742	1558	0	0	0	0	0
ASV277	0	0	0	0	0	0	65	78	42	143	173	153	0	3183	314	0	1215
ASV278	1124	1430	308	66	430	765	38	0	0	0	96	0	0	0	0	0	0
ASV279	0	0	0	0	0	0	16	0	0	0	81	0	0	0	0	424	1558
ASV280	0	0	0	0	0	0	175	2409	1331	503	935	167	0	0	0	0	0
ASV281	0	0	0	0	0	0	0	0	0	0	0	0	5623	0	768	0	482
ASV282	85	168	655	1040	731	1438	0	0	0	0	0	0	0	0	0	0	0
ASV283	1039	424	553	629	766	746	0	0	0	108	0	0	0	0	0	0	0
ASV284	984	691	633	957	791	190	31	0	0	0	0	0	0	0	0	0	0
ASV285	570	543	501	340	206	1709	27	145	0	0	0	0	0	0	0	0	0
ASV286	0	0	0	0	14	3243	55	107	12	193	374	0	0	0	0	0	34
ASV287	140	253	1020	924	1754	105	16	0	0	0	0	0	0	0	0	0	0
ASV288	906	792	306	863	1020	134	157	0	0	108	0	0	0	0	0	0	0
ASV289	819	577	246	201	167	318	322	674	131	151	445	0	0	0	0	0	355
ASV290	0	0	0	0	0	0	0	0	0	0	0	588	3064	0	1856	0	780
ASV291	0	0	0	0	0	0	0	0	0	0	0	0	0	5433	0	0	127
ASV292	658	442	954	684	1160	221	6	0	0	0	0	0	0	0	0	0	0
ASV293	150	133	44	63	60	32	417	391	557	655	353	2096	0	0	104	0	179
ASV294	992	1000	529	413	186	466	347	0	0	0	81	0	0	0	0	0	0
ASV295	138	178	118	0	0	3238	0	39	0	0	0	0	0	0	0	0	0
ASV296	220	170	100	315	267	54	77	854	341	419	643	199	0	0	404	0	713
ASV297	74	0	0	0	18	3568	0	0	0	0	0	0	0	0	0	0	0
ASV298	438	379	234	104	199	2420	0	0	0	0	0	0	0	0	0	0	0
ASV299	27	16	7	14	8	0	13	0	288	0	0	0	5067	0	0	127	0
ASV300	0	0	0	0	0	0	347	1084	2267	632	613	474	0	0	0	0	0
ASV301	898	878	594	224	182	887	185	18	0	0	0	0	0	0	0	0	0
ASV302	559	492	564	721	1122	253	240	0	90	0	0	0	0	0	0	0	0
ASV303	334	650	823	834	351	398	194	0	353	0	74	0	0	0	0	0	0
ASV304	1388	870	535	610	241	277	19	0	0	0	0	0	0	0	0	0	0
ASV305	593	499	598	941	1001	300	0	42	0	0	0	0	0	0	0	0	0
ASV306	1056	925	321	416	353	813	0	0	0	0	0	0	0	0	0	0	0
ASV307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0
ASV308	0	0	0	0	0	0	52	20	98	0	0	0	0	0	0	361	1494
ASV309	0	0	0	0	0	0	0	0	56	0	0	0	5663	0	341	54	0
ASV310	59	72	39	14	0	10	67	260	260	2552	1224	321	0	0	0	0	131
ASV311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	524	245
ASV312	0	0	0	0	0	3453	0	0	0	0	0	0	0	0	0	0	0
ASV313	64	53	29	62	19	25	160	242	662	400	236	2443	0	0	0	0	494
ASV314	204	314	787	893	1480	137	0	0	0	0	0	0	0	0	0	0	0
ASV315	166	450	346	1408	921	198	127	237	0	0	0	0	0	0	0	0	0
ASV316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	301
ASV317	0	0	0	0	0	0	0	0	0	0	0	0	0	1783	1436	0	1498
ASV318	138	41	0	18	0	3172	40	0	0	0	0	0	0	0	0	0	0
ASV319	172	128	47	116	96	21	79	100	169	433	165	0	0	0	1083	70	1293
ASV320	206	278	186	45	50	2650	0	0	0	0	0	0	0	0	0	0	0
ASV321	648	406	276	480	424	157	290	364	25	294	185	0	0	0	601	0	0
ASV322	0	0	0	0	0	0	391	327	414	1566	990	0	0	0	0	136	0
ASV323	767	619	470	500	578	264	489	0	0	0	0	0	0	0	0	0	0
ASV324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0
ASV325	0	0	0	0	0	0	241	1470	1561	743	474	345	0	0	0	0	32
ASV326	0	10	0	0	0	0	240	801	1171	315	451	135	0	0	359	95	511
ASV327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	0
ASV328	0	0	0	0	0	0	0	0	0	0	0	0	0	4627	284	12	0
ASV329	0	0	0	0	0	0	516	635	513	1156	702	1171	0	0	0	0	0
ASV330	71	45	52	181	47	2922	7	0	0	0	0	0	0	0	0	0	0
ASV331	0	0	0	0	0	0	0	0	0	0	0	0	6071	0	0	0	50
ASV332	241	163	39	71	12	23	512	397	310	701	325	521	0	463	375	29	107
ASV333	331	147	113	178	55	52	334	522	337	246	338	845	0	0	0	94	111
ASV334	381	348	170	187	144	174	693	167	224	760	301	326	0	0	0	0	147
ASV335	0	0	0	0	0	0	0	62	0	0	0	0	1039	0	667	391	140
ASV336	525	305	391	800	1095	484	0	0	36	0	0	0	0	0	0	0	0
ASV337	0	19	0	8	0	0	219	110	472	215	38	1026	0	0	0	329	0
ASV338	857	457	742	295	177	540	99	27	20	0	0	370	0	0	0	0	0
ASV339	896	592	275	732	483	386	206	0	0	0	0	0	0	0	0	0	0
ASV340	0	0	0	0	0	0	179	145	705	817	477	1091	68	0	0	0	937
ASV341	716	842	563	362	699	264	30	0	0	0	0	0	0	0	0	0	0
ASV342	220	248	678	961	1192	118	0	0	151	0	0	0	0	0	0	0	0
ASV343	0	0	0	0	0	0	55	10	44	0	151	253	0	0	435	424	231
ASV344	304	217	96	191	120	17	192	44	125	440	238	800	0	0	0	0	1072
ASV345	726	632	463	417	779	249	41	97	79	0	0	0	0	0	0	0	0
ASV346	579	616	574	401	294	809	30	0	0	0	0	0	0	0	0	0	0
ASV347	0	0	0	0	0	0	272	653	831	902	1013	776	0	52	0	0	5
ASV348	0	0	0	0	37	0	235	224	767	1101	422	538	0	0	1371	0	78
ASV349	0	0	0	0	0	0	0	0	0	0	0	0	0	4620	0	0	0
ASV350	0	0	0	0	0	0	128	0	0	0	204	0	0	0	0	0	2967
ASV351	0	0	31	15	22	0	201	242	627	1146	290	442	0	0	0	150	187
ASV352	0	0	0	0	0	0	26	214	698	2134	1468	0	0	0	0	0	0
ASV353	250	206	338	1110	1026	479	0	0	0	0	0	0	0	0	0	0	0
ASV354	414	583	830	626	410	301	71	0	39	0	0	0	0	0	0	0	0
ASV355	0	0	0	0	0	0	121	175	590	1644	1117	147	0	0	275	0	315
ASV356	0	0	0	0	0	0	0	0	0	0	0	0	0	4170	0	45	0
ASV357	0	0	0	0	0	0	123	145	0	0	480	0	0	0	0	286	937
ASV358	0	0	0	0	0	0	0	0	0	0	0	0	0	3649	0	0	592
ASV359	458	562	431	582	904	224	154	0	0	0	0	0	0	0	0	0	0
ASV360	0	0	0	0	0	0	242	3248	267	0	118	0	0	0	0	0	0
ASV361	2034	1205	78	22	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV362	0	0	0	0	0	0	6	0	0	0	0	0	0	4253	0	0	107
ASV363	990	628	579	459	540	59	0	14	0	0	0	0	0	0	0	0	0
ASV364	60	53	154	293	357	24	376	349	1270	473	430	198	0	0	0	0	0
ASV365	797	574	536	423	494	389	0	0	0	0	0	0	0	0	0	0	0
ASV366	1169	1099	207	331	247	200	0	0	0	0	0	0	0	0	0	0	0
ASV367	0	0	0	0	0	0	0	0	0	0	0	0	0	4385	0	0	0
ASV368	122	56	36	49	33	0	0	0	76	79	0	0	0	0	0	0	2687
ASV369	86	95	0	38	11	19	77	275	461	835	462	759	0	0	0	0	775
ASV370	0	0	0	0	0	0	0	0	0	13	0	0	4144	0	0	122	0
ASV371	0	0	0	0	0	0	16	86	1760	1332	1264	0	0	0	0	0	0
ASV372	0	0	0	0	0	0	147	206	445	845	858	1787	0	0	0	0	0
ASV373	1098	1061	237	100	75	456	39	56	0	0	0	0	0	0	0	0	0
ASV374	0	0	0	0	0	0	20	0	0	0	0	0	0	0	793	436	0
ASV375	0	0	0	0	0	0	10	25	0	0	62	0	2940	0	1201	96	34
ASV376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1973	0	1861
ASV377	757	742	303	517	652	195	0	0	0	0	0	0	0	0	0	0	0
ASV378	0	0	0	0	0	0	171	1072	624	1076	423	74	0	0	564	0	79
ASV379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2938
ASV380	0	0	0	0	0	0	102	147	192	87	74	948	0	0	796	0	1365
ASV381	0	0	0	0	0	0	0	0	19	0	0	0	0	4122	0	0	0
ASV382	263	385	392	649	1124	210	27	0	0	0	50	0	0	0	0	0	0
ASV383	0	0	0	0	0	0	0	0	0	0	0	0	5124	0	0	0	23
ASV384	363	244	310	1508	517	108	0	0	0	0	0	0	0	0	0	0	0
ASV385	370	259	1102	638	483	32	0	0	0	0	24	0	0	0	0	0	0
ASV386	283	269	65	84	31	49	137	0	108	104	31	762	0	0	0	79	817
ASV387	0	0	0	0	0	0	0	0	0	0	0	0	5060	0	0	0	0
ASV388	390	367	323	694	989	168	83	0	0	0	0	0	0	0	0	0	0
ASV389	0	0	0	0	0	0	0	0	0	0	0	0	0	4015	0	0	0
ASV390	437	680	491	757	532	51	0	0	0	0	0	0	0	0	0	0	0
ASV391	0	0	0	0	0	0	0	0	15	87	0	0	0	2916	815	37	0
ASV392	0	0	0	0	0	0	0	22	0	0	0	0	0	3959	0	0	0
ASV393	0	0	0	0	0	0	52	152	219	29	171	859	0	1791	0	0	496
ASV394	567	368	393	488	572	483	35	0	0	0	0	0	0	0	0	0	0
ASV395	248	260	95	293	59	48	67	141	110	1114	262	362	0	0	587	0	0
ASV396	583	428	371	388	310	355	239	218	0	0	0	0	0	0	0	0	0
ASV397	714	744	414	276	364	277	68	0	0	0	0	0	0	0	0	0	0
ASV398	88	185	516	871	904	71	0	0	0	0	0	0	0	0	0	0	268
ASV399	717	574	746	245	417	134	0	0	0	0	0	0	0	0	0	0	0
ASV400	182	259	171	703	1442	211	0	0	0	0	0	0	0	0	0	0	0
ASV401	0	0	0	0	0	0	146	213	0	0	160	0	0	2748	617	0	0
ASV402	0	0	0	0	0	0	0	0	0	0	0	0	2667	1545	0	0	131
ASV403	0	0	0	0	0	0	0	0	0	0	0	0	4828	0	0	0	0
ASV404	0	0	0	0	0	0	0	0	0	0	0	0	327	3493	88	0	17
ASV405	82	154	71	121	47	26	112	13	49	374	160	0	0	2209	0	0	119
ASV406	0	0	0	0	0	0	18	34	0	26	24	0	0	0	2255	30	1130
ASV407	621	185	134	189	158	88	34	39	0	0	35	43	0	0	0	219	0
ASV408	645	459	218	147	288	959	0	0	0	0	0	0	0	0	0	0	0
ASV409	25	41	16	22	13	0	314	485	809	266	369	56	0	0	1468	0	0
ASV410	0	0	0	0	0	0	249	343	779	547	442	1360	0	0	0	0	0
ASV411	0	0	0	0	0	0	163	323	778	541	1332	497	0	0	23	0	22
ASV412	754	1278	496	72	0	71	0	0	0	0	0	0	0	0	0	0	0
ASV413	550	353	460	572	0	332	263	0	0	0	197	0	0	0	0	0	0
ASV414	676	711	363	304	222	420	0	0	0	0	0	0	0	0	0	0	0
ASV415	0	0	0	0	0	0	0	0	0	0	0	0	4658	0	0	0	0
ASV416	0	0	0	0	0	0	0	0	0	0	0	0	0	2309	508	94	145
ASV417	630	606	286	207	293	156	467	0	90	0	0	0	0	0	0	0	0
ASV418	854	472	229	480	105	512	33	0	0	0	0	0	0	0	0	0	0
ASV419	0	0	0	0	0	0	23	35	462	1277	1489	344	0	0	0	0	0
ASV420	829	759	308	213	284	199	92	0	0	0	0	0	0	0	0	0	0
ASV421	351	191	191	241	426	214	68	0	0	46	37	0	1363	0	0	0	148
ASV422	0	0	0	0	0	0	0	0	0	0	0	0	0	3649	0	0	0
ASV423	0	0	0	2600	0	130	0	26	0	0	0	0	0	0	0	0	0
ASV424	0	0	0	0	0	0	0	0	0	0	0	0	0	2688	0	113	0
ASV425	1123	1047	0	0	0	462	0	0	22	0	0	0	0	0	0	0	0
ASV426	0	0	0	0	0	0	120	475	1222	356	1011	0	0	0	341	0	96
ASV427	0	0	0	0	0	0	59	32	0	77	27	0	2693	0	0	96	302
ASV428	0	0	0	0	0	0	0	0	0	0	0	0	1560	0	842	201	0
ASV429	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	410	0
ASV430	75	130	43	70	20	35	229	260	374	371	290	329	0	0	0	55	435
ASV431	172	339	567	602	771	100	0	0	0	21	0	0	0	0	0	0	0
ASV432	0	0	0	0	0	0	20	0	0	0	0	0	3665	0	349	0	178
ASV433	0	0	0	0	0	0	0	0	0	0	0	0	3907	0	0	0	247
ASV434	0	0	0	0	0	0	448	409	1184	933	364	0	0	0	0	0	0
ASV435	0	0	0	0	0	0	0	0	0	0	0	564	0	1320	0	154	214
ASV436	194	128	135	158	181	7	115	175	177	0	75	134	0	0	0	0	1146
ASV437	0	0	0	0	0	0	93	805	844	792	192	615	0	0	0	0	20
ASV438	0	0	0	0	0	0	32	298	517	1169	934	424	0	0	0	0	0
ASV439	40	54	41	0	10	2128	0	0	0	0	0	0	0	0	0	0	0
ASV440	1302	824	0	68	87	262	0	0	0	0	0	0	0	0	0	0	0
ASV441	20	103	241	306	483	0	0	20	0	91	21	0	0	0	0	0	1168
ASV442	84	674	24	67	1652	65	0	0	0	0	0	0	0	0	0	0	0
ASV443	93	324	361	410	625	546	41	0	0	0	0	0	0	0	0	0	0
ASV444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0
ASV445	0	0	0	0	0	0	20	0	0	0	0	0	0	899	0	288	0
ASV446	0	0	0	0	0	0	0	1082	0	0	0	0	0	0	802	0	985
ASV447	372	685	684	57	64	401	0	24	0	0	0	0	0	0	0	0	0
ASV448	642	548	431	137	261	344	0	0	0	0	0	0	0	0	0	0	0
ASV449	348	324	286	593	639	176	68	0	0	0	0	0	0	0	0	0	0
ASV450	0	0	0	0	0	0	99	482	481	298	1002	185	0	0	768	0	0
ASV451	485	372	272	430	602	174	0	62	64	0	0	0	0	0	0	0	0
ASV452	0	0	0	0	0	0	345	220	810	412	577	203	0	0	0	50	127
ASV453	301	281	122	187	148	106	11	134	206	192	103	1077	0	0	0	0	0
ASV454	0	0	0	0	0	0	211	703	424	548	806	383	0	0	0	0	0
ASV455	81	56	38	363	326	36	94	0	288	140	147	210	0	0	0	107	213
ASV456	371	194	619	119	257	66	16	196	327	177	243	0	0	0	0	0	0
ASV457	42	34	0	0	30	0	137	0	0	176	105	50	0	0	1277	0	1070
ASV458	157	0	0	98	0	25	119	20	133	54	174	0	0	0	2751	0	53
ASV459	41	44	0	22	23	0	20	0	0	56	98	0	0	0	1876	150	64
ASV460	369	371	400	360	472	235	80	0	38	51	0	0	0	0	0	0	0
ASV461	414	288	179	570	696	131	61	0	0	99	0	0	0	0	0	0	0
ASV462	0	0	0	0	0	0	0	0	0	0	0	0	4009	0	0	0	0
