ASV_ID	10m_0_mV	10m_200_mV	10m_400_mV	10m_600_mV	10m_800_mV	10m_Cont	20_5m_0_mV	20_5m_200_mV	20_5m_400_mV	20_5m_600_mV	20_5m_800_mV	20_5m_Cont	35m_0_mV	35m_200_mV	35m_400_mV	35m_600_mV	35m_Cont
ASV463	103	105	77	195	109	14	0	0	164	0	0	0	0	0	0	0	1571
ASV464	56	294	587	236	1132	22	31	0	0	0	0	0	0	0	0	0	0
ASV465	281	480	303	303	253	263	406	0	0	0	0	0	0	0	0	0	0
ASV466	0	0	0	0	0	0	124	166	268	0	108	68	0	2107	361	0	0
ASV467	0	0	0	0	0	2099	0	0	0	0	0	0	0	0	0	0	0
ASV468	0	0	0	0	0	0	3	0	93	0	0	0	0	0	0	332	210
ASV469	0	0	0	0	0	0	335	513	542	1130	259	176	0	0	0	0	0
ASV470	287	292	529	227	264	230	236	29	0	0	0	0	0	0	0	0	139
ASV471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0
ASV472	0	0	0	0	0	0	18	0	64	196	175	0	0	1936	301	50	31
ASV473	0	0	0	0	0	0	107	55	970	959	721	236	0	0	101	0	4
ASV474	0	0	0	0	0	0	265	318	515	1109	751	0	0	0	0	0	0
ASV475	0	0	0	0	0	0	0	8	85	78	0	0	0	0	1575	0	1151
ASV476	270	146	573	596	357	271	0	0	0	0	0	0	0	0	0	0	0
ASV477	676	499	378	170	297	164	45	0	0	0	0	0	0	0	0	0	0
ASV478	0	0	0	0	0	0	0	0	0	0	0	0	3053	0	462	0	158
ASV479	0	0	0	0	0	0	98	23	8	258	20	0	0	2373	255	0	0
ASV480	180	245	595	475	702	24	0	0	0	0	0	0	0	0	0	0	0
ASV481	412	471	322	505	235	223	33	0	0	0	0	0	0	0	0	0	0
ASV482	0	0	0	0	0	0	71	90	55	0	79	0	0	0	0	286	223
ASV483	0	0	0	0	0	0	0	0	0	0	2896	0	0	0	0	0	0
ASV484	0	0	0	0	0	0	0	0	148	98	0	0	0	2773	0	0	0
ASV485	9	43	30	104	81	0	201	293	502	59	159	803	0	0	0	0	402
ASV486	529	442	362	52	48	606	62	0	0	0	0	0	0	0	0	0	0
ASV487	690	473	233	334	173	111	90	32	0	87	0	0	0	0	0	0	0
ASV488	468	270	103	60	0	1171	0	0	0	0	0	0	0	0	0	0	0
ASV489	0	0	0	0	0	0	123	78	625	357	116	432	0	719	0	0	382
ASV490	0	0	0	0	0	0	0	0	0	0	0	0	3697	0	0	0	0
ASV491	363	356	421	274	375	248	0	0	74	63	0	0	0	0	0	0	0
ASV492	0	0	0	0	0	0	51	103	30	89	0	112	2837	0	0	0	177
ASV493	0	0	0	0	0	0	0	27	56	148	35	135	0	1023	1511	0	191
ASV494	638	506	261	69	147	404	21	0	0	82	0	0	0	0	0	0	0
ASV495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0
ASV496	0	0	0	0	0	0	0	0	0	0	0	0	0	2673	179	0	62
ASV497	242	293	316	408	537	14	0	0	0	52	48	0	0	0	0	42	0
ASV498	9	0	0	0	0	0	0	49	145	891	1528	0	0	0	229	0	0
ASV499	0	0	0	0	0	0	15	0	33	0	0	0	0	0	436	206	530
ASV500	0	0	0	0	0	0	0	0	0	22	0	0	0	951	727	156	0
ASV501	0	0	0	0	0	0	0	0	0	0	0	0	3578	0	0	0	0
ASV502	0	0	0	0	0	0	248	217	599	496	598	629	0	0	0	0	0
ASV503	0	0	0	0	0	0	0	0	0	0	0	0	0	1969	1068	0	0
ASV504	351	380	323	175	134	621	0	0	0	0	0	0	0	0	0	0	0
ASV505	551	629	275	29	98	401	0	0	0	26	0	0	0	0	0	0	0
ASV506	44	29	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0
ASV507	0	0	0	0	0	0	70	531	477	638	411	610	0	0	0	0	0
ASV508	471	291	244	226	688	174	0	0	0	0	0	0	0	0	0	0	0
ASV509	0	0	0	0	0	0	69	0	0	0	0	0	0	0	3289	0	0
ASV510	0	0	0	0	0	0	92	482	378	1338	386	0	0	0	0	0	0
ASV511	530	394	225	72	47	195	308	85	80	86	73	0	0	0	0	0	0
ASV512	52	107	446	583	883	13	0	0	0	0	0	0	0	0	0	0	0
ASV513	150	203	387	539	676	68	38	0	0	0	0	0	0	0	0	0	0
ASV514	374	351	233	332	321	352	59	0	0	0	0	0	0	0	0	0	0
ASV515	290	303	218	579	610	83	0	0	0	0	0	0	0	0	0	0	0
ASV516	0	0	0	0	0	0	123	201	190	0	0	549	1148	0	0	0	530
ASV517	428	347	246	146	185	506	120	0	0	0	0	0	0	0	0	0	0
ASV518	286	208	166	439	238	646	0	0	0	0	0	0	0	0	0	0	0
ASV519	0	0	0	0	0	0	57	17	253	71	53	0	0	0	0	240	223
ASV520	274	324	265	289	292	527	0	0	0	0	0	0	0	0	0	0	0
ASV521	0	0	0	0	0	0	14	0	30	0	0	107	0	730	219	198	30
ASV522	134	188	203	435	870	209	17	0	0	0	0	0	0	0	0	0	0
ASV523	1174	0	0	0	0	721	114	0	0	0	0	0	0	0	0	0	0
ASV524	578	322	273	252	213	129	203	0	0	0	31	0	0	0	0	0	0
ASV525	643	592	386	122	0	202	0	0	0	0	0	0	0	0	0	0	0
ASV526	0	0	0	0	0	0	26	0	6	0	88	0	0	571	1605	0	487
ASV527	150	186	158	206	182	182	93	174	171	221	213	327	0	0	0	0	0
ASV528	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1375	188	0
ASV529	428	232	132	97	113	898	0	0	0	0	0	0	0	0	0	0	0
ASV530	0	0	0	0	0	0	158	545	108	303	209	0	0	0	0	0	855
ASV531	18	105	511	324	632	338	0	0	0	0	0	0	0	0	0	0	0
ASV532	155	76	18	72	83	0	70	100	0	253	0	428	0	0	1533	0	0
ASV533	0	60	35	0	0	1655	0	0	0	37	0	0	0	0	0	0	0
ASV534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0
ASV535	347	268	272	222	562	215	0	28	62	0	0	0	0	0	0	0	0
ASV536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0
ASV537	246	164	313	662	594	0	0	0	0	0	0	0	0	0	0	0	0
ASV538	90	116	216	288	127	986	0	0	0	0	0	0	0	0	0	0	0
ASV539	0	0	0	0	0	0	20	0	0	25	0	0	0	1303	0	39	662
ASV540	177	281	349	340	692	79	0	0	32	0	0	0	0	0	0	0	0
ASV541	577	487	130	0	22	550	97	0	0	0	0	0	0	0	0	0	0
ASV542	307	215	270	562	383	26	174	0	0	0	0	0	0	0	0	0	0
ASV543	221	268	242	84	0	866	56	0	86	0	0	0	0	0	0	0	0
ASV544	0	0	0	0	0	0	0	55	0	0	8	0	0	0	365	267	0
ASV545	484	243	56	82	26	848	30	0	0	51	22	0	0	0	0	0	0
ASV546	0	0	0	0	0	0	0	0	0	0	0	0	3225	0	0	0	0
ASV547	31	13	8	0	0	0	1784	0	0	0	0	0	0	0	0	0	0
ASV548	194	249	205	360	280	53	68	120	114	74	81	0	0	0	0	0	178
ASV549	0	0	0	0	0	0	0	0	0	0	0	0	0	2559	0	0	0
ASV550	0	0	0	0	0	0	17	92	21	37	25	0	0	0	0	0	1646
ASV551	188	96	83	43	0	1230	72	0	51	0	0	0	0	0	0	0	0
ASV552	558	308	209	171	0	573	0	0	0	0	0	0	0	0	0	0	0
ASV553	66	238	307	589	494	177	0	0	0	0	0	0	0	0	0	0	0
ASV554	0	0	0	0	0	0	0	0	0	0	0	0	0	2547	0	0	0
ASV555	0	0	0	0	0	0	0	0	0	18	2438	0	0	0	0	0	0
ASV556	0	0	0	0	0	0	0	0	0	0	0	0	0	2523	0	0	0
ASV557	551	468	190	129	191	307	0	0	0	0	0	0	0	0	0	0	0
ASV558	234	234	138	139	146	105	0	139	401	528	102	0	0	0	0	0	0
ASV559	0	0	0	0	0	0	0	44	0	0	0	109	0	0	1378	0	863
ASV560	161	866	102	393	140	148	0	0	0	0	0	0	0	0	0	0	0
ASV561	412	242	84	131	25	808	0	0	101	0	0	0	0	0	0	0	0
ASV562	0	0	0	0	0	0	74	334	356	429	113	490	0	0	262	0	312
ASV563	234	318	360	300	448	151	0	0	0	0	0	0	0	0	0	0	0
ASV564	147	177	245	652	390	93	0	0	0	125	53	0	0	0	0	0	0
ASV565	0	0	0	0	0	0	59	223	159	773	393	0	0	0	0	0	551
ASV566	243	153	62	101	65	34	0	159	196	0	162	0	0	0	0	0	743
ASV567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0
ASV568	245	138	215	469	530	230	0	0	0	0	0	0	0	0	0	0	0
ASV569	0	0	0	0	0	3	356	484	465	457	369	0	0	0	0	0	93
ASV570	0	0	0	0	0	0	21	15	0	0	63	0	0	0	0	207	436
ASV571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1352	0	939
ASV572	0	0	0	0	0	0	257	243	322	239	588	359	0	0	279	0	62
ASV573	10	5	0	0	0	0	114	82	751	105	63	721	0	0	778	0	0
ASV574	0	0	0	0	0	0	388	288	762	550	317	0	0	0	0	0	0
ASV575	127	106	29	66	79	21	168	186	284	664	246	116	0	0	0	0	77
ASV576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0
ASV577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0
ASV578	23	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	0	0
ASV579	0	105	0	0	0	0	106	38	245	0	330	0	0	0	0	0	1061
ASV580	0	0	0	0	0	0	0	99	0	0	57	0	0	0	723	0	1147
ASV581	308	271	200	291	331	347	0	0	0	0	0	0	0	0	0	0	0
ASV582	0	0	0	0	0	0	330	402	449	671	362	0	0	0	0	0	0
ASV583	120	86	24	48	42	968	12	144	37	165	108	0	0	0	0	0	0
ASV584	0	0	0	0	0	0	0	0	0	0	0	0	0	2379	0	0	0
ASV585	129	156	345	353	665	80	37	0	0	0	0	0	0	0	0	0	0
ASV586	159	160	70	20	0	1204	0	0	0	0	0	0	0	0	0	0	0
ASV587	121	83	0	61	0	0	87	0	0	337	100	1314	0	0	0	0	124
ASV588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665
ASV589	377	391	186	230	230	245	67	0	0	0	0	0	0	0	0	0	0
ASV590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0
ASV591	512	433	124	139	167	346	0	0	0	0	0	0	0	0	0	0	0
ASV592	53	48	17	38	75	7	191	371	454	316	249	119	0	0	0	0	180
ASV593	68	135	615	386	362	86	28	0	0	0	0	0	0	0	0	0	0
ASV594	318	225	335	198	164	54	348	0	0	0	75	0	0	0	0	0	0
ASV595	0	0	0	0	0	0	208	292	398	850	319	0	0	0	0	0	120
ASV596	0	0	0	0	0	0	0	168	0	0	82	103	0	0	0	0	1383
ASV597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2325	0	311
ASV598	157	115	368	391	639	73	0	0	0	0	0	0	0	0	0	0	0
ASV599	0	0	0	0	0	0	72	441	636	101	339	0	0	0	655	0	134
ASV600	0	0	0	0	0	0	333	179	287	125	94	0	0	0	0	0	835
ASV601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2843	0	0
ASV602	338	201	169	442	425	161	0	0	0	0	0	0	0	0	0	0	0
ASV603	0	0	0	0	0	0	344	338	273	377	166	49	0	0	613	0	68
ASV604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225	0	921
ASV605	0	0	0	14	0	0	87	215	441	276	313	939	0	0	0	0	0
ASV606	538	503	180	151	0	199	55	0	0	0	26	0	0	0	0	0	0
ASV607	0	0	0	0	0	0	386	90	567	385	356	0	0	0	0	0	257
ASV608	224	345	150	282	340	124	99	76	57	2	0	0	0	0	0	0	0
ASV609	254	273	271	307	391	85	0	0	0	0	110	0	0	0	0	0	0
ASV610	71	82	44	49	40	0	16	204	72	172	12	74	0	0	1305	0	151
ASV611	0	0	0	0	0	0	61	296	279	209	289	766	0	0	0	15	142
ASV612	179	94	33	28	30	0	185	52	852	554	130	0	0	0	0	0	0
ASV613	0	0	0	0	0	0	55	28	0	47	0	0	0	0	0	234	104
ASV614	0	0	0	0	0	0	0	0	167	0	0	0	0	0	2561	0	0
ASV615	0	0	0	0	0	0	0	0	0	11	12	0	0	1357	196	0	492
ASV616	369	29	0	1321	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV617	0	0	0	0	0	0	0	0	0	0	0	0	0	2236	0	0	0
ASV618	0	0	0	0	0	0	185	97	320	234	152	683	0	79	0	0	308
ASV619	99	201	189	443	709	26	16	0	0	0	0	0	0	0	0	0	0
ASV620	0	0	0	0	0	0	0	10	0	0	0	408	0	1804	0	0	0
ASV621	168	104	243	389	606	118	20	0	0	0	0	0	0	0	0	0	0
ASV622	396	303	77	208	568	98	19	0	0	0	0	0	0	0	0	0	0
ASV623	7	1534	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV624	0	0	0	0	0	0	502	63	594	660	217	0	0	0	0	0	0
ASV625	0	0	0	0	0	0	428	129	303	242	86	714	0	0	115	0	36
ASV626	258	354	268	406	148	151	0	0	0	0	0	0	0	0	0	0	0
ASV627	161	231	195	52	48	813	0	0	0	0	0	0	0	0	0	0	0
ASV628	165	220	246	393	441	75	77	0	0	0	0	0	0	0	0	0	0
ASV629	0	0	0	0	0	0	16	19	63	0	62	0	0	1230	270	54	80
ASV630	831	515	46	0	0	214	0	0	0	0	0	0	0	0	0	0	0
ASV631	0	0	2	0	0	0	0	0	0	0	0	0	0	2167	0	0	0
ASV632	0	53	218	472	830	67	0	0	0	0	0	0	0	0	0	0	0
ASV633	292	565	241	62	81	248	0	44	0	0	0	0	0	0	0	0	0
ASV634	31	20	4	22	2	8	165	180	587	265	380	432	0	0	0	0	0
ASV635	179	108	0	385	377	45	79	79	62	458	0	0	0	0	0	0	0
ASV636	0	211	0	0	204	8	0	0	573	81	35	0	0	0	1175	0	0
ASV637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0
ASV638	515	130	373	238	14	187	77	0	0	0	0	0	0	0	0	0	0
ASV639	598	266	154	159	56	257	0	0	0	90	0	0	0	0	0	0	0
ASV640	77	19	85	27	57	33	145	226	498	101	134	595	0	0	0	0	0
ASV641	61	116	323	216	612	202	27	0	0	0	0	0	0	0	0	0	0
ASV642	0	0	0	0	0	0	0	0	0	0	0	0	0	2122	0	0	0
ASV643	42	150	129	102	87	0	101	133	83	206	121	0	0	0	0	0	498
ASV644	190	233	153	278	440	260	0	0	0	0	0	0	0	0	0	0	0
ASV645	0	0	0	0	0	0	178	190	101	514	637	370	0	0	0	0	0
ASV646	0	0	0	0	0	0	87	0	72	347	82	403	0	0	1267	0	34
ASV647	0	0	0	0	0	0	17	0	0	32	0	0	2285	0	0	0	149
ASV648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0
ASV649	360	270	132	420	178	80	99	0	0	0	0	0	0	0	0	0	0
ASV650	0	0	0	0	0	0	283	431	537	280	38	175	0	0	0	0	148
ASV651	0	0	0	0	0	0	0	0	0	0	0	0	2590	0	0	0	0
ASV652	0	0	0	0	0	0	0	185	175	58	48	202	0	0	0	53	670
ASV653	0	0	0	0	0	0	41	338	863	713	66	43	0	0	0	0	16
ASV654	249	303	114	509	328	43	0	0	0	0	0	0	0	0	0	0	0
ASV655	0	0	0	0	0	0	157	397	156	271	215	0	0	0	0	88	6
ASV656	198	159	179	241	314	97	283	0	0	39	0	0	0	0	0	0	0
ASV657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0
ASV658	289	235	112	213	63	534	0	0	0	0	0	0	0	0	0	0	0
ASV659	0	0	0	0	0	0	0	0	100	0	0	0	0	1945	0	0	0
ASV660	270	199	96	88	22	88	70	0	0	0	234	0	0	0	0	0	450
ASV661	0	0	0	0	0	0	74	98	155	844	729	0	0	0	0	0	29
ASV662	0	13	0	0	37	0	188	142	685	401	278	0	0	0	280	0	0
ASV663	0	0	0	0	0	0	0	0	0	0	0	0	467	1642	0	0	0
ASV664	403	310	299	164	56	124	53	0	63	0	0	0	0	0	0	0	0
ASV665	0	0	0	0	0	0	27	0	6	0	63	0	0	522	970	0	412
ASV666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411
ASV667	0	0	0	0	0	0	0	31	38	20	31	0	918	598	530	11	18
ASV668	39	117	211	252	722	156	0	0	0	0	0	0	0	0	0	0	0
ASV669	0	0	0	0	0	0	0	0	0	0	0	0	2504	0	0	0	0
ASV670	0	0	0	0	0	0	115	0	223	0	0	0	0	0	1938	0	29
ASV671	0	0	85	196	1261	19	0	0	0	0	0	0	0	0	0	0	0
ASV672	0	0	0	0	0	0	0	0	52	119	0	0	2263	0	0	0	0
ASV673	0	5	0	0	0	0	39	22	0	29	0	0	0	1855	0	0	0
ASV674	211	130	62	84	51	58	115	400	175	206	169	0	0	0	0	0	0
ASV675	0	0	0	0	0	0	67	156	206	416	440	28	0	0	190	0	314
ASV676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379
ASV677	142	92	31	45	42	11	59	39	0	202	60	496	0	0	0	0	420
ASV678	267	215	182	178	275	104	156	0	0	82	0	0	0	0	0	0	0
ASV679	0	0	0	0	0	0	77	0	101	97	0	0	0	1659	0	0	0
ASV680	0	0	0	0	0	0	118	261	269	378	404	461	0	0	0	0	0
ASV681	0	0	0	0	0	0	0	0	0	0	256	726	0	0	0	0	688
ASV682	231	160	109	154	157	75	329	0	0	0	15	0	0	0	0	0	186
ASV683	306	160	115	370	422	92	0	0	0	0	0	0	0	0	0	0	0
ASV684	45	90	17	0	10	21	1197	0	0	0	0	0	0	0	0	0	0
ASV685	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV686	92	89	314	268	681	0	0	0	0	0	0	0	0	0	0	0	0
ASV687	162	176	201	183	521	152	30	0	0	0	0	0	0	0	0	0	0
ASV688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0
ASV689	107	100	0	63	158	0	0	0	0	0	0	1406	0	0	0	0	0
ASV690	86	155	118	249	269	52	0	41	17	245	46	30	0	0	0	0	190
ASV691	12	0	21	0	0	34	33	157	219	31	278	122	0	58	266	0	476
ASV692	0	0	0	0	0	0	23	562	528	38	0	752	0	0	0	0	0
ASV693	0	0	0	41	0	0	114	533	818	232	124	0	0	0	0	0	0
ASV694	13	73	357	484	477	0	0	0	0	0	0	0	0	0	0	0	0
ASV695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0	889
ASV696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
ASV697	117	193	136	350	575	58	0	0	0	0	0	0	0	0	0	0	0
ASV698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
ASV699	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	1271
ASV700	423	380	113	75	0	344	0	0	0	0	17	0	0	0	0	0	0
ASV701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
ASV702	0	0	0	0	0	0	67	82	94	126	0	0	0	0	1179	0	358
ASV703	0	0	0	0	0	0	7	0	46	0	0	0	0	0	0	220	0
ASV704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
ASV705	35	0	0	0	0	0	0	0	0	42	0	308	951	0	559	0	188
ASV706	0	0	0	0	0	0	76	88	384	186	68	186	0	0	1076	0	0
ASV707	47	0	38	62	35	0	31	0	99	0	105	597	0	0	856	0	72
ASV708	162	106	56	142	69	0	192	315	99	160	164	0	0	0	0	0	66
ASV709	259	212	109	258	269	151	83	42	0	0	0	0	0	0	0	0	0
ASV710	0	0	0	10	0	0	100	75	186	696	157	366	0	0	0	0	156
ASV711	351	341	281	150	174	53	0	0	0	0	0	0	0	0	0	0	0
ASV712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300
ASV713	0	0	0	0	0	0	54	35	10	84	0	0	0	0	0	142	323
ASV714	0	0	0	0	0	0	13	0	0	0	0	0	0	1827	0	0	0
ASV715	0	7	0	27	0	0	167	465	205	443	194	0	0	0	0	0	136
ASV716	204	220	176	302	227	212	0	0	0	0	0	0	0	0	0	0	0
ASV717	451	644	130	23	0	79	0	0	0	0	0	0	0	0	0	0	0
ASV718	361	115	159	203	193	303	0	0	0	0	0	0	0	0	0	0	0
ASV719	310	282	250	61	145	257	0	0	0	0	0	0	0	0	0	0	0
ASV720	0	0	0	0	0	0	0	0	0	0	0	100	0	1529	0	24	0
ASV721	923	37	0	38	0	0	0	61	111	171	39	180	0	0	0	0	0
ASV722	0	0	0	0	0	0	0	135	175	668	795	0	0	0	0	0	0
ASV723	412	225	198	148	219	96	43	0	0	0	0	0	0	0	0	0	0
ASV724	0	1	290	578	118	304	0	0	0	0	0	0	0	0	0	0	0
ASV725	29	0	0	0	0	0	166	215	385	182	508	251	0	0	0	0	0
ASV726	0	0	0	0	0	0	0	0	0	54	53	0	0	1697	0	0	0
